R11,R12,R13,R21,R22,R23,R31,R32,R33,tX,tY,tZ,detR,train_sx,train_sy,train_sz,valid_sx,valid_sy,valid_sz,mode,n_total,n_gcp,n_valid
0.8065589070320129,-0.5861265063285828,0.07825364172458649,0.591022789478302,0.802934467792511,-0.07841918617486954,-0.016787057742476463,0.10932452976703644,0.9936906695365906,-2.3666093349456787,-13.788872718811035,-2.9218969345092773,1.0000105666094632,0.002954378124472123,0.012801379850247924,0.0004018696312022257,0.013289258550704027,0.013814511047679617,0.013332392144824257,GeoPOINT,50,5,45
